Nom,Jornada,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Recibidos,Mates,Faltes Comeses,Faltes Rebudes,Val,% Asist,% Tir Efec,% Tir Verdader,GScore,TLr%,Possesions Anotades,Possesions No Anotades,Floor Percentage,Punts per Tir,% Rebots,% Rebots Def,% Rebots Of,% Recuperacions,Tocs,Us,Versatilitat,Win Scores,Eficiencia Ofensiva,Eficiencia Defensiva,Diferencia eficiencia,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Ofensives,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC,Num
b'ALBERT VALLVERDU CORTADA',Fase 01,1.0,8.0,3.0,0.0,2.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.38,0.38,0.2,0.0,1.0,3.0,25.0,0.75,0.0,0.0,0.0,0.0,4.0,29.83,0.0,-1.5,75.0,73.72,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,4.0,0.25,23.0
b'ALBERT VALLVERDU CORTADA',Fase 03,1.0,19.0,8.0,4.0,5.0,0.8,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.44,0.44,2.5,0.0,4.0,5.0,44.44,0.89,0.0,0.0,0.0,0.0,9.0,22.3,0.0,-2.0,88.89,60.69,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,4.0,9.0,0.44,23.0
b'ALBERT VALLVERDU CORTADA',Fase 04,2.0,23.0,7.0,2.5,5.5,0.45,0.5,3.5,0.14,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.36,0.37,0.7,2.78,3.3,6.1,35.11,0.72,0.0,0.0,0.0,0.0,9.81,20.4,0.0,-3.75,77.78,78.6,-0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,3.0,9.0,0.33,23.0
b'ALBERT VALLVERDU CORTADA',Fase 05,2.0,19.0,6.0,2.5,3.0,0.83,0.0,3.0,0.0,1.0,1.5,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.42,0.45,2.0,8.34,3.04,3.56,45.96,0.83,0.0,0.0,0.0,0.0,7.19,16.92,0.0,-1.5,92.31,83.08,9.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,6.0,0.42,23.0
b'ALEJANDRO CODOER ORDOEZ',Fase 01,5.0,25.2,8.8,3.2,5.8,0.55,0.6,1.4,0.43,0.6,2.2,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.57,0.54,3.36,1.67,4.21,3.87,52.16,1.14,0.0,0.0,0.0,0.0,9.06,17.49,0.0,-1.1,110.0,86.07,23.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,3.8,7.2,0.53,3.0
b'ALEJANDRO CODOER ORDOEZ',Fase 02,5.0,19.4,4.8,1.8,4.2,0.43,0.2,1.8,0.11,0.6,1.6,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.35,0.36,0.28,2.0,2.39,4.25,35.99,0.7,0.0,0.0,0.0,0.0,7.67,16.82,0.0,-2.9,75.0,89.7,-14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,6.0,0.33,13.0
b'ALEJANDRO CODOER ORDOEZ',Fase 03,5.0,20.2,7.2,2.6,5.8,0.45,0.4,1.8,0.22,0.8,1.2,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.42,0.44,2.04,2.11,3.43,4.65,42.41,0.84,0.0,0.0,0.0,0.0,8.7,21.71,0.0,-2.1,90.0,89.81,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,3.0,7.6,0.39,13.0
b'ALEJANDRO CODOER ORDOEZ',Fase 04,5.0,24.0,9.2,3.0,6.0,0.5,0.4,1.2,0.33,2.0,2.8,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.55,4.4,5.56,4.43,3.89,53.23,1.0,0.0,0.0,0.0,0.0,9.46,18.68,0.0,-0.4,112.2,86.67,25.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,3.4,7.2,0.47,13.0
b'ALEJANDRO CODOER ORDOEZ',Fase 05,3.0,20.0,9.33,3.67,6.0,0.61,0.33,1.33,0.25,1.0,2.33,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.57,0.56,4.07,4.55,4.63,3.64,55.99,1.14,0.0,0.0,0.0,0.0,9.18,20.47,0.0,-0.67,121.74,78.81,42.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,4.0,7.33,0.55,13.0
b'ARNAU GARRABE TOSQUELLA',Fase 01,5.0,23.6,12.6,1.8,6.0,0.3,1.8,2.4,0.75,3.6,6.6,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.54,0.56,5.2,8.57,5.69,5.35,51.58,1.07,0.0,0.0,0.0,0.0,13.97,25.84,0.0,-1.3,116.67,85.66,31.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,3.6,8.4,0.43,22.0
b'ARNAU GARRABE TOSQUELLA',Fase 02,4.0,21.0,7.25,2.0,6.0,0.33,0.5,3.5,0.14,1.75,2.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.29,0.35,0.3,4.61,3.29,7.01,31.92,0.58,0.0,0.0,0.0,0.0,11.53,24.47,0.0,-4.75,70.73,89.89,-19.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,2.5,9.5,0.26,22.0
